idHebergement,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES
6743,128,64
6744,214,112
6745,72,36
6748,86,41
6749,160,29
6750,38,19
6751,440,100
6752,120,60
6753,190,94
6754,21,9
6755,210,105
6756,31,17
6757,116,51
6758,29,12
6764,22,9
6765,236,118
6766,60,30
6768,66,30
6769,104,52
6773,18,9
6774,70,30
6775,122,58
6777,NULL,182
6778,18,9
6779,20,10
6780,70,32
6785,32,16
6786,108,39
6787,206,103
6788,65,31
6789,47,23
6793,43,17
6794,178,93
6795,124,49
6802,95,42
6803,209,112
6804,40,20
6805,12,6
6806,50,25
6807,105,35
6808,104,52
6809,1400,221
6810,25,10
6811,169,59
6812,31,14
6813,65,31
6816,208,93
6826,120,59
6831,60,20
6832,19,8
6833,41,18
6834,18,9
6835,149,70
6842,113,49
6843,47,19
6846,67,30
6847,124,62
6848,50,22
6850,96,48
6851,60,30
6852,58,28
6853,15,7
6854,NULL,40
6855,16,7
6856,19,8
6857,60,20
6858,86,30
6859,140,66
6860,50,24
6861,115,49
6862,77,39
6863,65,23
6864,68,34
6865,23,9
6866,63,29
6868,84,42
6869,28,10
6870,158,70
6871,50,21
6876,13,6
6877,34,13
6878,94,47
6879,24,12
6880,30,14
6881,99,51
6882,86,47
6886,140,48
6888,133,62
6889,www.hotelbb.com,NULL
6890,54,31
6896,54,26
6897,160,80
6898,130,64
6899,206,61
6900,345,119
6901,56,30
6902,161,76
6903,49,23
6904,57,28
6911,35,17
6912,64,31
6913,12,5
6914,66,28
6915,62,30
6916,26,13
6917,240,99
6918,34,15
6923,50,23
6924,NULL,166
6925,23,10
6928,NULL,13
6929,NULL,34
6930,217,107
6931,20,9
6932,65,34
6933,18,8
6934,138,69
6935,319,95
6936,NULL,50
6937,12,6
6938,189,63
6939,28,12
6940,36,18
6941,110,53
6942,94,46
6943,38,19
6944,98,49
6948,36,15
6949,NULL,18
6951,30,15
6952,96,48
6953,23,10
6954,99,47
6957,44,22
6958,131,60
6959,10,4
6960,35,17
6961,287,149
6962,38,18
6963,110,47
6976,93,44
6978,28,13
6979,67,28
6980,26,8
6981,428,190
6983,20,11
6984,35,14
6986,90,47
6987,161,78
6988,24,11
6989,86,48
6991,26,13
6992,14,6
6993,96,45
6994,22,10
6995,36,14
6996,41,17
6997,60,21
6998,88,43
6999,31,15
7000,59,30
7001,66,33
7002,37,15
7003,126,66
7004,98,47
7005,70,31
7006,31,17
7007,33,17
7008,34,17
7017,57,23
7019,17,8
7020,68,32
7021,164,82
7022,94,50
7023,67,33
7030,68,34
7031,750,126
7032,62,34
7033,96,43
7034,132,50
7035,164,80
7036,308,98
7037,374,187
7038,45,21
7039,86,43
7040,80,23
7048,90,42
7049,20,8
7050,45,20
7051,198,88
7055,50,25
7056,29,13
7061,68,34
7066,147,69
7067,80,40
7070,118,48
7071,37,17
7073,228,104
7074,51,21
7076,33,15
7077,70,7
7078,242,121
7079,14,7
7080,98,48
7081,350,175
7082,39,22
7083,142,61
7084,39,21
7085,60,36
7090,188,87
7099,124,59
7102,330,107
7103,73,33
7104,14,6
7105,24,11
7106,60,29
7107,89,55
7108,18,7
7109,70,33
7112,171,81
7113,122,61
7114,85,41
7115,99,44
7116,144,72
7117,81,36
7118,87,50
7119,97,43
7120,58,29
7121,54,27
7122,80,36
7123,39,18
7124,80,35
7126,120,60
7131,345,133
7132,83,44
7133,59,30
7134,27,11
7135,NULL,72
7136,82,41
7137,36,17
7138,32,16
7139,50,25
7140,147,69
7141,107,41
7142,211,99
7143,20,9
7144,NULL,98
7158,40,18
7159,188,92
7160,98,49
7161,http://www.relais-st-jacques.com,NULL
7162,186,93
7163,NULL,96
7164,32,15
7165,70,34
7168,23,10
7169,72,34
7170,180,86
7171,30,15
7172,299,87
7173,30,12
7174,19,10
7175,78,29
7176,100,50
7177,152,80
7178,68,32
7189,18,7
7190,76,36
7192,108,54
7193,87,40
7195,18,6
7196,43,19
7197,227,82
7198,50,29
7202,62,26
7203,132,60
7206,50,25
7207,NULL,92
7208,28,12
7209,42,20
7210,22,9
7211,27,11
7212,19,6
7213,144,60
7214,102,51
7215,19,9
7216,168,56
7217,88,29
7222,52,24
7223,52,26
7225,67,28
7226,30,12
7228,22,9
7231,73,38
7232,114,56
7233,118,59
7234,94,35
7235,66,27
7236,73,30
7237,96,49
7238,31,15
7239,189,63
7240,35,16
7241,84,42
7242,64,31
7245,67,26
7251,40,20
7252,48,19
7253,49,24
7255,37,15
7256,65,30
7259,98,53
7260,260,75
7261,54,24
7262,214,74
7263,125,64
7264,60,14
7265,168,61
7266,54,29
7269,60,20
7271,19,6
7272,51,22
7273,54,27
7274,111,49
7275,172,71
7276,54,27
7277,20,9
7279,100,44
7280,214,103
7281,200,90
7284,19,9
7285,210,87
7287,35,16
7288,38,16
7289,59,21
7290,20,9
7295,60,30
7299,100,55
7300,164,85
7301,NULL,76
7302,32,16
7303,422,208
7305,170,77
7306,86,40
7307,83,36
7308,121,46
7314,19,9
7315,40,18
7316,58,26
7317,22,10
7318,88,44
7319,114,54
7320,35,17
7321,22,10
7322,99,47
7323,22,9
7324,60,25
7325,38,19
7326,12,4
7327,27,11
7328,191,72
7329,90,39
7330,79,33
7331,76,36
7332,82,38
7333,130,63
7336,76,38
7337,25,10
7343,51,22
7344,97,37
7345,62,24
7346,62,31
7347,110,55
7348,14,7
7351,12,5
7360,252,123
7361,96,48
7362,149,68
7365,71,32
7366,162,81
7367,44,24
7368,201,67
7369,49,24
7370,123,57
7371,9541.html,NULL
7372,86,52
7373,72,29
7374,43,17
7375,62,31
7376,145,71
7377,64,26
7378,162,71
7387,77,33
7388,NULL,144
7389,50,23
7390,50,28
7391,80,42
7392,104,47
7393,55,25
7394,172,73
7395,15,6
7396,65,31
7402,26,11
7403,75,36
7404,31,13
7407,16,10
7414,280,93
7415,694,257
7416,106,50
7417,50,22
7418,6,6
7419,60,28
7422,24,11
7425,100,53
7426,34,15
7427,213,102
7428,39,20
7429,360,186
7430,86,39
7431,19,10
7432,35,14
7433,17,8
7434,77,37
7435,62,31
7436,36,18
7437,77,35
7438,123,53
7439,80,37
7440,79,32
7448,98,40
7449,68,27
7450,59,19
7451,190,90
7452,150,75
7453,228,112
7454,63,32
7462,45,15
7463,25,10
7464,191,70
7465,NULL,63
7470,204,102
7471,200,95
7472,190,100
7473,34,10
7474,110,49
7475,34,17
7476,30,13
7477,32,14
7478,105,51
7487,226,88
7491,27,12
7492,37,17
7494,46,15
7495,142,68
7496,33,16
7497,240,120
7498,14,5
7499,15,7
7500,63,31
7501,51,23
7502,30,12
7503,24,12
7504,61,32
7505,108,54
7506,84,42
7507,62,26
7508,228,77
7509,24,12
7523,49,20
7524,48,20
7525,96,37
7526,130,59
7527,NULL,50
7528,23,10
7529,45,19
7530,158,72
7533,72,32
7534,56,29
7535,186,72
7539,96,47
7541,46,16
7542,26,14
7543,37,17
7544,92,43
7545,18,9
7546,41,26
7547,57,27
7555,43,19
7560,18,7
7561,20,9
7562,40,20
7563,184,92
7564,24,9
7569,130,44
7570,180,90
7571,42,16
7572,22,9
7574,20,10
7575,93,32
7576,72,35
7577,18,7
7578,36,16
7579,93,45
7580,30,13
7581,59,27
7582,96,48
7583,188,94
7589,17,7
7590,45,17
7591,60,27
7592,36,14
7593,51,25
7594,56,23
7595,123,55
7596,19,9
7598,30,17
7599,59,30
7600,NULL,140
7602,40,19
7603,64,29
7604,88,44
7611,31,13
7612,78,29
7613,99,48
7614,20,9
7615,90,37
7616,134,65
7617,396,158
7618,31,17
7619,126,63
7620,154,61
7621,461,192
7622,66,35
7623,36,20
7624,18,7
7634,62,29
7635,270,127
7637,418,104
7640,61,26
7641,300,142
7642,478,48
7643,120,55
7644,40,20
7645,50,24
7646,26,9
7647,88,44
7658,94,46
7660,89,44
7662,262,131
7663,50,24
7665,44,22
7667,53,30
7670,45,16
7671,47,20
7672,27,12
7673,151,72
7674,18,7
7675,99,54
7676,54,19
7679,42,21
7680,47,21
7681,88,28
7682,84,31
7683,32,15
7684,40,19
7685,58,23
7686,298,86
7687,29,11
7691,123,42
7692,78,39
7698,382,100
7703,172,71
7704,45,16
7705,NULL,1544
7706,95,47
7712,225,106
7715,88,40
7716,68,38
7719,44,20
7720,129,61
7721,55,22
7722,80,35
7723,49,27
7724,57,25
7725,96,45
7729,49,23
7730,93,37
7731,50,25
7732,191,83
7733,18,9
7734,19,10
7735,96,43
7736,78,30
7737,57,27
7738,41,21
7739,123,56
7740,28,11
7741,139,68
7742,150,60
7743,79,45
7746,80,38
7747,10,6
7748,72,29
7749,130,65
7750,157,75
7755,55,14
7758,102,45
7759,137,59
7760,27,13
7761,262,118
7762,32,16
7763,40,19
7764,78,31
7765,61,25
7766,10,5
7771,181,70
7772,40,16
7773,204,98
7774,58,31
7775,36,16
7776,11,6
7789,NULL,11
7790,56,22
7791,186,71
7792,81,40
7793,146,62
7794,56,22
7795,38,19
7796,96,45
7797,35,15
7798,128,46
7799,46,24
7801,17,8
7802,175,81
7803,177,72
7812,35,14
7813,28,12
7814,74,35
7815,16,8
7817,38,18
7818,54,27
7819,61,38
7820,64,32
7821,112,56
7822,24,10
7823,30,12
7824,29,29
7825,24,13
7826,92,43
7827,132,46
7828,49,18
7829,42,20
7830,49,31
7831,78,40
7832,106,50
7833,48,23
7835,73,32
7836,19,6
7837,234,107
7838,76,38
7839,121,59
7846,33,15
7847,343,124
7848,116,53
7849,NULL,42
7850,177,59
7851,23,10
7852,61,27
7860,28,14
7861,305,90
7862,65,22
7863,134,54
7867,23,11
7868,18,8
7869,97,54
7870,128,64
7871,21,10
7872,31,17
7873,100,43
7874,28,10
7875,426,67
7878,43,19
7879,90,21
7880,82,37
7881,57,25
7882,23,10
7888,20,6
7889,45,24
7890,200,46
7891,138,62
7892,201,70
7893,56,24
7897,44,20
7899,75,41
7900,48,25
7901,50,17
7902,89,37
7903,105,44
7904,256,119
7905,29,14
7906,210,107
7907,64,30
7915,74,38
7916,31,15
7917,363,139
7918,20,7
7921,321,30
7922,32,16
7923,18,7
7924,25,9
7925,172,71
7926,82,41
7928,NULL,146
7930,60,33
7931,24,10
7932,227,108
7933,123,53
7934,45,21
7935,40,20
7936,106,53
7943,34,16
7944,50,18
7945,87,38
7947,21,8
7951,88,44
7957,109,51
7958,NULL,39
7959,42,17
7960,80,35
7961,154,64
7962,88,49
7963,72,36
7964,28,10
7965,48,24
7966,32,11
7967,60,26
7968,370,148
7969,48,21
7970,99,31
7973,32,15
7978,22,11
7981,76,39
7982,94,42
7983,126,69
7984,69,29
7985,48,24
7986,56,26
7987,12,5
7988,44,24
7989,88,42
7990,20,10
7991,46,19
7992,159,68
7993,19,11
7994,150,75
7995,65,32
7996,86,37
7997,50,24
7998,18,7
7999,205,83
8000,25,13
8001,163,75
8002,39,15
8003,122,60
8004,16,8
8006,48,24
8007,100,50
8008,100,50
8009,NULL,39
8012,24,12
8013,15,15
8021,50,27
8022,47,22
8023,120,50
8024,64,20
8025,48,20
8026,90,41
8028,40,20
8029,96,48
8030,119,53
8031,84,42
8032,57,28
8033,18,7
8042,203,85
8043,92,36
8044,146,32
8045,NULL,88
8046,18,8
8051,20,10
8052,446,213
8053,85,40
8054,247,38
8055,131,52
8056,60,24
8057,93451,NULL
8067,34,11
8068,142,67
8069,435,210
8070,45,19
8071,48,21
8072,208,95
8073,98,50
8074,378,188
8075,131,60
8081,53,25
8082,NULL,178
8083,22,11
8084,110,55
8085,72,35
8086,40,18
8087,70,34
8088,30,14
8089,153,64
8093,56,25
8094,236,109
8095,40,19
8096,96,48
8097,93684,NULL
8098,34,16
8099,591,231
8100,25,10
8101,55,30
8102,50,26
8103,99,38
8104,151,72
8108,424,106
8109,61,32
8110,38,19
8114,400,25
8115,218,110
8120,39,17
8121,36,15
8122,60,30
8123,93,46
8124,70,25
8133,72,36
8134,186,80
8135,139,60
8136,123,64
8141,20,10
8143,90,42
8144,199,70
8147,240,80
8148,17,8
8149,39,17
8150,72,35
8151,52,28
8155,58,29
8156,75,39
8157,32,16
8158,74,32
8159,86,42
8160,123,60
8162,249,128
8163,90,30
8164,62,19
8165,90,45
8166,44,22
8169,24,10
8170,54,24
8175,32,22
8176,50,22
8177,70,30
8178,1750,186
8183,222,102
8184,47,19
8190,70,37
8198,www.hotelbb.com,NULL
8199,45,19
8202,82,37
8203,78,41
8204,270,42
8205,185,48
8206,50,28
8207,84,41
8208,210,110
8209,21,11
8210,26,13
8211,208,84
8212,29,11
8218,75,33
8219,77,37
8220,16,8
8221,35,14
8222,53,31
8223,15,6
8224,70,33
8225,2202,957
8226,NULL,29
8230,65,25
8231,33,17
8233,99,45
8234,212,75
8235,86,41
8236,25,12
8242,106,53
8243,65,33
8244,18,9
8245,70,28
8246,67,35
8247,178,71
8251,184,88
8254,55,31
8255,23,9
8256,89,29
8257,112,56
8258,177,71
8259,398,199
8260,20,12
8261,18,9
8266,18,8
8271,138,69
8272,214,90
8273,56,28
8276,17,8
8277,94,47
8278,53,20
8284,84,42
8285,20,10
8288,30,14
8289,41,18
8290,22,9
8291,72,23
8292,127,70
8293,18,9
8294,248,117
8300,40,16
8301,112,41
8302,112,62
8304,32,16
8308,35,16
8309,134,62
8310,70,34
8311,28,13
8312,62,29
8313,133,66
8314,124,56
8315,382,191
8316,292,146
8317,80,31
8318,92,45
8319,85,41
8320,104,52
8321,45,24
8322,31,13
8323,53,24
8324,48,19
8325,91,45
8334,26,10
8337,38,13
8338,38,16
8345,119,44
8346,22,9
8347,54,24
8348,36,17
8349,100,56
8350,81,47
8351,38,19
8352,25,15
8353,438,120
8354,99,53
8355,79,38
8356,90,41
8357,33,13
8358,144,70
8359,106,49
8360,64,28
8361,16,8
8367,28,12
8368,198,75
8369,55,26
8370,99,48
8372,19,10
8379,78,35
8380,30,15
8381,104,49
8382,93,33
8384,52,21
8385,222,96
8386,15,7
8387,NULL,84
8388,154,56
8389,38,16
8390,47,20
8391,89,37
8392,43,16
8393,30,14
8394,987,430
8395,90,42
8396,107,43
8398,34,17
8399,21,9
8400,36,16
8401,158,72
8402,124,56
8403,81,39
8404,40,16
8405,96,48
8406,69,29
8407,284,142
8409,88,42
8416,151,70
8417,14,7
8418,44,20
8419,10,4
8420,67,33
8421,146,69
8422,63,29
8423,63,28
8424,10,4
8425,NULL,112
8426,48,22
8427,46,22
8428,134,67
8429,19,8
8430,483,160
8431,260,97
8440,120,60
8441,26,12
8442,88,42
8443,39,17
8444,96,48
8445,42,21
8446,54,27
8447,89,36
8448,40,24
8449,54,25
8450,196,66
8451,18,9
8452,72,36
8453,160,58
8464,79,51
8465,112,50
8466,48,20
8469,52,26
8470,89,40
8471,114,57
8472,24,10
8473,67,31
8474,24,10
8475,172,86
8476,97,43
8477,98,49
8478,48,28
8479,110,51
8480,31,14
8481,312,156
8487,117,53
8488,55,29
8493,45,22
8494,25,10
8495,51,22
8496,16,8
8501,88,44
8502,79,34
8503,22,10
8504,15,6
8505,31,14
8506,27,11
8510,81,36
8511,141,64
8512,80,38
8513,63,36
8514,177,85
8515,NULL,120
8520,276,108
8521,52,24
8524,98,55
8525,16,8
8526,34,13
8527,78,39
8528,85,41
8532,32,13
8535,17,7
8536,100,40
8537,162,77
8540,35,13
8541,186,70
8542,40,16
8543,60,25
8544,110,55
8545,133,54
8546,60,27
8547,210,73
8548,16,6
8549,NULL,177
8550,155,73
8551,118,47
8553,50,20
8554,60,30
8555,187,68
8556,27,12
8557,144,72
8558,100,47
8559,70,29
8560,10,5
8563,72,34
8564,172,84
8565,20,9
8566,242,108
8567,247,114
8571,59,18
8572,17,7
8573,83,40
8574,25,11
8575,72,36
8576,32,15
8577,88,44
8579,89,44
8580,96,34
8583,99,41
8584,84,42
8585,34,17
8586,29,14
8587,24,10
8590,149,70
8591,100,42
8592,154,77
8595,19,7
8603,33,14
8604,222,74
8605,38,15
8606,74,30
8607,48,19
8608,30,15
8609,42,19
8610,120,39
8611,30,14
8612,NULL,45
8613,26,12
8614,84,40
8615,98,41
8616,90,39
8617,32,15
8621,328,164
8622,192,83
8623,98,45
8631,42,21
8635,106,52
8636,60,30
8637,NULL,312
8638,56,24
8639,13,6
8640,83,45
8641,34,16
8642,144,60
8643,125,58
8644,57,30
8645,43,19
8646,60,27
8647,254,123
8648,17,9
8649,22,9
8650,50,24
8651,40,16
8652,69,35
8653,57,25
8654,39,17
8655,8,4
8656,29,13
8657,36,15
8660,212,106
8661,36,18
8668,58,28
8669,61,22
8670,95,44
8671,45,26
8673,10,4
8683,102,51
8684,209,90
8685,38,14
8686,64,30
8687,105,47
8695,154,69
8696,30,11
8697,90,42
8698,59,24
8699,120,60
8700,43,24
8701,399,161
8702,41,16
8703,77,32
8704,202,101
8705,158,70
8706,38,17
8707,39,16
8710,70,30
8714,46,25
8715,206,109
8716,177,69
8717,200,94
8718,728,88
8720,89,41
8732,64,32
8733,50,25
8734,32,16
8735,30,14
8736,288,142
8738,22,10
8739,36,15
8740,20,8
8741,266,80
8742,34,14
8743,208,104
8744,112,59
8745,42,21
8746,88,46
8747,67,33
8748,318,104
8749,256,111
8750,43,19
8751,31,11
8752,19,10
8755,112,50
8757,48,24
8758,34,15
8759,106,50
8760,16,7
8761,30,12
8762,20,10
8764,86,31
8765,114,56
8766,28,16
8767,29,10
8769,170,66
8770,71,31
8771,47,21
8772,40,19
8774,36,15
8775,37,17
8785,42,22
8786,136,59
8787,184,88
8788,20,10
8789,109,50
8790,62,28
8792,232,110
8793,44,15
8794,106,48
8795,65,7
8796,39,19
8797,376,124
8798,39,17
8799,NULL,70
8800,27,11
8809,152,63
8810,43,19
8811,135,63
8812,36,16
8813,187,85
8814,NULL,17
8815,12,6
8816,98,50
8817,27,14
8818,107,41
8819,127,52
8820,89,41
8821,176,78
8822,82,41
8823,74,45
8824,50,23
8825,56,27
8826,258,107
8827,95,42
8832,28,12
8838,32,16
8839,22,10
8840,96,47
8841,176,85
8842,45,24
8843,40,15
8844,54,27
8849,NULL,60
8854,76,35
8855,62,27
8856,70,27
8859,22,11
8860,26,11
8861,99,54
8862,54,21
8863,36,15
8864,60,24
8865,43,19
8866,80,40
8873,24,12
8874,42,21
8875,93,39
8876,43,17
8877,32,17
8878,50,19
8879,17,8
8880,188,72
8881,26,11
8882,33,10
8883,182,83
8884,158,72
8885,54,26
8894,60,19
8895,158,70
8896,30,13
8897,48,21
8909,62,27
8910,44,16
8911,142,62
8912,112,56
8913,85,43
8914,180,82
8915,66,31
8918,75,41
8919,96,44
8920,72,36
8921,28,12
8922,42,15
8923,98,54
8924,60,20
8925,76,30
8926,97,50
8935,22,9
8937,46,23
8938,125,8
8939,34,15
8942,62,31
8943,14,6
8944,22,10
8945,16,6
8949,66,33
8950,90,40
8951,91,40
8952,265,128
8959,65,33
8963,60,29
8964,42,19
8965,45,22
8966,51,26
8968,72,32
8969,32,15
8970,244,82
8971,50,6
8972,19,10
8973,31,11
8974,198,96
8982,263,140
8983,168,79
8984,80,30
8986,53,29
8987,148,74
8988,399,187
8989,80,30
8990,28,12
8998,40,18
8999,50,20
9001,68,27
9002,150,70
9003,96,45
9004,70,26
9005,220,75
9006,329,123
9015,74,30
9016,30,14
9017,181,88
9018,36,12
9021,56,28
9022,222,103
9023,22,9
9027,370,162
9028,901,295
9029,166,79
9030,530,265
9033,31,14
9038,600,300
9039,20,8
9043,140,70
9044,25,7
9045,92,46
9046,113,54
9047,49,32
9053,33,14
9054,NULL,193
9058,20,8
9062,100,46
9063,25,10
9064,102,50
9065,45,20
9066,NULL,40
9067,109,50
9068,36,15
9069,152,76
9070,30,13
9071,43,21
9072,64,30
9073,68,31
9074,100,36
9075,88,40
9076,64,29
9081,49,23
9082,43,20
9083,20,10
9084,90,47
9085,66,36
9086,48,21
9087,25,10
9088,27,10
9089,60,30
9090,146,72
9101,82,38
9102,96,41
9103,60,30
9104,198,96
9105,50,18
9106,37,16
9107,90,40
9108,162,71
9109,49,22
9110,10,6
9111,242,80
9112,43,19
9113,30,15
9118,30,12
9119,75,30
9120,214,83
9121,61,31
9122,203,86
9123,37,20
9125,54,24
9128,30,15
9129,35,19
9130,81,31
9131,185,88
9132,12,6
9133,82,42
9134,127,66
9135,37,15
9136,92,27
9137,60,29
9145,18,7
9146,174,70
9147,64,30
9148,50,21
9150,134,62
9155,45,23
9156,69,29
9157,21,8
9162,48,24
9163,24,8
9164,99,49
9169,30,13
9174,NULL,34
9176,53,25
9177,78,27
9178,68,25
9184,105,61
9187,68,30
9188,NULL,531
9189,320,124
9190,150,64
9194,164,82
9195,117,48
9196,46,23
9197,246,123
9198,34,16
9202,49,18
9203,94,43
9204,77,39
9205,84,39
9206,90,43
9207,71,34
9208,275,129
9209,75,33
9210,90,43
9211,99,39
9212,21,9
9213,58,26
9214,28,14
9215,94,39
9216,58,29
9217,55,20
9224,16,7
9228,42,21
9229,84,42
9230,73,33
9231,50,26
9238,47,19
9239,30,15
9241,51,23
9242,22,9
9243,110,50
9244,50,23
9245,50,15
9246,153,69
9252,72,36
9253,92,41
9254,182,80
9255,18,7
9256,50,21
9257,100,50
9258,35,15
9259,99,49
9260,150,71
9262,88,40
9263,197,71
9264,74,36
9275,48,22
9276,181,86
9277,13,5
9278,176,69
9279,102,51
9280,26,10
9282,36,16
9283,29,14
9284,42,16
9285,51,29
9286,98,49
9293,18,9
9294,174,86
9295,190,103
9296,304,126
9302,600,300
9304,80,30
9305,98,47
9306,24,12
9307,70,26
9308,132,66
9309,34,15
9310,35,16
9311,177,83
9312,58,27
9313,164,82
9314,332,170
9315,71,25
9316,14,7
9317,209,102
9318,68,30
9319,52,20
9320,75,40
9321,116,58
9322,49,18
9328,53,23
9329,100,46
9330,320,80
9331,34,15
9332,19,8
9333,23,10
9334,83,33
9337,68,34
9339,20,9
9340,88,44
9341,77,26
9342,85,35
9343,33,14
9353,51,28
9354,NULL,99
9355,24,12
9356,79,38
9357,45,22
9358,48,20
9359,34,14
9360,98,52
9362,37,18
9363,NULL,80
9364,12,6
9365,152,76
9366,89,45
9367,110,49
9368,42,21
9369,102,41
9381,155,58
9385,147,70
9386,47,25
9389,166,56
9390,36,16
9391,342,171
9392,109,49
9393,197,72
9394,22,9
9400,39,18
9406,180,90
9407,120,60
9408,49,17
9409,49,17
9410,57,25
9411,45,16
9412,24,10
9413,45,17
9418,25,12
9419,67,33
9420,94,45
9421,84,50
9422,276,123
9424,96,40
9425,69,27
9426,441,204
9430,85,42
9431,23,11
9435,30,14
9436,66,33
9437,86,36
9438,165,82
9439,14,7
9440,86,40
9441,138,69
9442,224,112
9443,93,48
9444,100,50
9445,110,50
9446,250,118
9447,86,35
9448,50,27
9449,85,35
9452,60,30
9453,73,37
9454,64,32
9457,136,68
9458,1157,333
9464,54,27
9466,70,30
9467,23,10
9468,112,54
9469,28,13
9470,54,32
9471,15,7
9472,62,28
9473,54,31
9474,131,85
9481,NULL,67
9482,62,26
9483,NULL,100
9485,118,44
9490,16,8
9491,12,6
9492,NULL,158
9494,112,56
9495,NULL,30
9497,34,17
9498,19,6
9499,54,30
9500,380,205
9501,92,47
9502,29,14
9503,79,23
9505,42,17
9506,18,10
9508,74,34
9509,40,15
9510,291,134
9511,88,44
9512,162,55
9518,73,32
9520,20,11
9521,NULL,149
9522,104,52
9523,63,27
9524,34,15
9525,51,24
9526,120,15
9527,64,32
9528,54,30
9529,40,16
9530,99,50
9531,240,120
9532,126,63
9533,50,20
9534,162,67
9535,22,13
9536,30,15
9537,151,74
9538,70,32
9539,93,42
9548,75,34
9549,38,16
9550,65,30
9551,222,76
9552,40,12
9553,86,32
9554,20,12
9555,285,127
9556,14,7
9557,102,44
9558,136,65
9559,34,15
9560,101,45
9561,85,38
9562,NULL,178
9564,111,43
9571,79,32
9573,191,16
9574,22,9
9576,36,14
9577,1736,390
9578,47,19
9579,88,44
9580,35,16
9581,100,50
9582,146,61
9583,NULL,172
9584,12,5
9589,40,18
9590,30,12
9594,94,53
9595,39,20
9603,68,30
9606,31,11
9607,73,24
9608,150,57
9609,300,134
9610,88,46
9612,121,47
9613,283,132
9614,109,53
9615,84,42
9616,56,25
9621,80,40
9622,26,10
9623,NULL,120
9626,38,18
9627,44,18
9628,28,14
9634,NULL,172
9636,302,151
9641,88,44
9642,133,57
9643,86,43
NA,hotelbb.com,NULL
9646,150,74
9647,60,28
9648,68,36
9649,184,92
9650,38,14
9651,31,13
9652,NULL,108
9653,33,17
9654,98,42
9655,74,37
9657,124,61
9658,54,31
9659,233,111
9660,107,50
9661,50,30
9662,58,28
9663,52,25
9664,64,32
9665,200,13
9670,52,25
9671,121,49
9672,122,61
9673,NULL,214
9674,48,24
9679,13,7
9680,64,29
9682,22,11
9683,30,13
9684,60,26
9685,130,69
9686,162,75
9687,193,79
9688,18,8
9691,27,11
9692,50,18
9693,26,12
9694,31,15
9695,112,50
9696,119,51
9697,51,27
9705,16,7
9706,38,19
9707,99,54
9708,214,107
9709,64,34
9710,90,43
9711,63,27
9712,72,39
9713,40,15
9714,80,40
9715,44,22
9716,25,11
9717,80,39
9718,107,54
9723,57,31
9724,234,117
9727,32,16
9733,101,48
9734,35,15
9735,90,43
9736,68,24
9737,19,10
9738,55,24
9739,26,11
9740,559,208
9741,114,50
9742,22,9
9743,86,39
9744,98,54
9745,54,25
9746,21,13
9747,126,63
9748,92,40
9749,35,13
9750,161,70
9751,30,14
9752,34,15
9753,72,36
9754,NULL,105
9755,75,36
9756,198,99
9757,27,12
9758,60,26
9759,17,11
9760,32,14
9761,566,283
9762,36,17
9763,98,48
9764,132,61
9765,119,46
9766,147,60
9767,40,20
9771,16,7
9772,250,125
9774,47,22
9783,189,71
9784,180,75
9785,76,34
9786,128,58
9787,88,44
9789,54,27
9790,38,16
9791,142,60
9792,69,37
9794,230,107
9795,90,42
9796,46,22
9798,90,40
9799,72,34
9800,60,25
9805,690,305
9806,184,90
9807,22,8
9808,31,14
9809,86,30
9810,18,8
9811,32,13
9812,31,13
9813,38,17
9814,172,86
9815,82,41
9816,430,215
9819,38,20
9820,68,32
9821,64,31
9822,89,42
9823,18,9
9824,66,25
9825,187,66
9826,144,72
9827,174,60
9828,30,13
9830,32,16
9831,62,26
9832,50,21
9841,58,21
9842,85,39
9843,82,33
9844,13,6
9845,103,50
9849,1889,764
9850,20,8
9862,112,56
9863,107,48
9864,126,63
9865,12,6
9866,146,60
9868,38,18
9869,50,25
9870,168,83
9871,30,21
9872,216,72
9873,286,46
9874,114,57
9875,90,43
9876,68,32
9877,138,57
9878,86,31
9882,73,27
9883,16,8
9884,850,290
9885,180,88
9887,23,9
9888,55,22
9889,17,8
9890,40,18
9895,48,22
9898,60,26
9899,40,19
9900,27,12
9901,42,19
9906,83,39
9907,33,15
9908,54,27
9909,37,23
9910,180,80
9920,83,39
9921,151,58
9922,1300,66
9923,27,12
9924,40,16
9925,120,60
9926,46,24
9927,99,48
9932,50,29
9933,46,22
9938,79,29
9939,26,14
9940,42,18
9941,108,52
9942,47,23
9943,33,14
9944,96,25
9945,54,30
9946,110,56
9947,80,20
9948,NULL,88
9949,243,114
9952,60,23
9953,250,125
9954,44,17
9955,24,8
9956,189,73
9957,135,65
9958,146,60
9959,70,30
9960,318,143
9961,16,8
9964,60,29
9965,95,37
9966,84,40
9967,46,21
9968,15,7
9969,61,28
9970,28,13
9971,107,50
9975,42,21
9976,90,40
9977,328,95
9978,68,29
9979,100,49
9980,232,85
9981,42,21
9982,98,47
9983,432,216
9985,65,28
9986,24,12
9987,250,124
9988,278,95
9989,47,18
9990,218,26
9991,98,52
9994,34,17
9995,99,50
9996,100,50
9997,123,49
9998,100,50
9999,76,38
10000,149,72
10005,12,5
10006,54,24
10007,77,39
10014,146,68
10019,1248,231
10020,201,103
10021,19,9
10022,189,63
